maker-ptg000010l-snap-gene-3.49-mRNA-1	1328
maker-ptg000010l-snap-gene-3.56-mRNA-1	87
maker-ptg000010l-snap-gene-3.61-mRNA-1	3
maker-ptg000010l-snap-gene-3.64-mRNA-1	641
maker-ptg000010l-snap-gene-3.74-mRNA-1	289
maker-ptg000010l-snap-gene-3.75-mRNA-1	1359
maker-ptg000010l-snap-gene-3.76-mRNA-1	53
maker-ptg000010l-snap-gene-3.91-mRNA-1	16
maker-ptg000011l-augustus-gene-0.9-mRNA-1	0
maker-ptg000011l-augustus-gene-1.1-mRNA-1	0
maker-ptg000011l-augustus-gene-1.6-mRNA-1	0
maker-ptg000011l-augustus-gene-3.5-mRNA-1	0
maker-ptg000011l-augustus-gene-4.28-mRNA-1	0
maker-ptg000011l-augustus-gene-4.45-mRNA-1	0
maker-ptg000011l-augustus-gene-4.48-mRNA-1	0
maker-ptg000011l-augustus-gene-5.7-mRNA-1	0
maker-ptg000011l-augustus-gene-6.18-mRNA-1	0
maker-ptg000011l-augustus-gene-7.26-mRNA-1	87
maker-ptg000011l-augustus-gene-8.34-mRNA-1	749
maker-ptg000011l-augustus-gene-8.46-mRNA-1	90
maker-ptg000011l-est_gff_est2genome-gene-2.2-mRNA-1	0
maker-ptg000011l-est_gff_est2genome-gene-4.71-mRNA-1	0
maker-ptg000011l-est_gff_est2genome-gene-4.91-mRNA-1	2
maker-ptg000011l-est_gff_est2genome-gene-8.0-mRNA-1	0
maker-ptg000011l-snap-gene-2.5-mRNA-1	0
maker-ptg000011l-snap-gene-2.6-mRNA-1	0
maker-ptg000011l-snap-gene-2.9-mRNA-1	0
maker-ptg000011l-snap-gene-4.101-mRNA-1	0
maker-ptg000011l-snap-gene-4.107-mRNA-1	0
maker-ptg000011l-snap-gene-4.117-mRNA-1	0
maker-ptg000011l-snap-gene-4.118-mRNA-1	2
maker-ptg000011l-snap-gene-4.121-mRNA-1	0
maker-ptg000011l-snap-gene-4.131-mRNA-1	3
maker-ptg000011l-snap-gene-4.145-mRNA-1	269
maker-ptg000011l-snap-gene-4.147-mRNA-1	557
maker-ptg000011l-snap-gene-4.99-mRNA-1	342
maker-ptg000011l-snap-gene-6.10-mRNA-1	1
maker-ptg000011l-snap-gene-6.11-mRNA-1	2
maker-ptg000011l-snap-gene-6.12-mRNA-1	0
maker-ptg000011l-snap-gene-6.13-mRNA-1	0
maker-ptg000011l-snap-gene-6.8-mRNA-1	3
maker-ptg000011l-snap-gene-7.10-mRNA-1	0
maker-ptg000011l-snap-gene-7.5-mRNA-1	0
maker-ptg000011l-snap-gene-8.15-mRNA-1	988
maker-ptg000011l-snap-gene-8.16-mRNA-1	426
maker-ptg000011l-snap-gene-8.17-mRNA-1	406
maker-ptg000011l-snap-gene-8.25-mRNA-1	0
maker-ptg000011l-snap-gene-8.26-mRNA-1	50
maker-ptg000011l-snap-gene-8.28-mRNA-1	72
maker-ptg000011l-snap-gene-8.4-mRNA-1	0
